id,name,developer,developer_inn,price_for_sqm,address,latitude,longitude,metro,metro_time,floors_min,floors_max,apartments,total_area,completion_date,start_date,escrow,problem_flag,rpd_number,region_num,flats_count,building_class,wall_material,finish_type_count,free_plan,parking_count,energy_efficiency,developer_group,address_code,year_month,price_for_sqm_adj,key_rate,inflation,curs
65888,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,286274.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,6,754.5,2027-06-30,2025-05-14,1,0,47-001241,47,6.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,286274.0,21.0,9.88,80.20483157894738
65887,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,264340.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,5,627.27,2027-06-30,2025-05-14,1,0,47-001241,47,5.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,264340.0,21.0,9.88,80.20483157894738
65885,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,267315.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,6,606.93,2027-06-30,2025-05-14,1,0,47-001241,47,6.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,267315.0,21.0,9.88,80.20483157894738
65884,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,202791.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,4,395.32,2027-06-30,2025-05-14,1,0,47-001241,47,4.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,202791.0,21.0,9.88,80.20483157894738
65883,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,210818.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,6,643.44,2027-06-30,2025-05-14,1,0,47-001241,47,6.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,210818.0,21.0,9.88,80.20483157894738
65880,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,208605.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,6,763.38,2027-06-30,2025-05-14,1,0,47-001241,47,6.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,208605.0,21.0,9.88,80.20483157894738
65879,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,217528.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,6,643.44,2027-06-30,2025-05-14,1,0,47-001241,47,6.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,217528.0,21.0,9.88,80.20483157894738
65878,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,227777.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,4,503.0,2027-06-30,2025-05-14,1,0,47-001241,47,4.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,227777.0,21.0,9.88,80.20483157894738
65876,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,212500.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,6,643.44,2027-06-30,2025-05-14,1,0,47-001241,47,6.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,212500.0,21.0,9.88,80.20483157894738
65874,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,226440.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,3,381.69,2027-06-30,2025-05-14,1,0,47-001241,47,3.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,226440.0,21.0,9.88,80.20483157894738
65873,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,223077.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,251.5,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,223077.0,21.0,9.88,80.20483157894738
65872,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,202722.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,4,503.0,2027-06-30,2025-05-14,1,0,47-001241,47,4.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,202722.0,21.0,9.88,80.20483157894738
65867,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,196666.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,4,503.0,2027-06-30,2025-05-14,1,0,47-001241,47,4.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,196666.0,21.0,9.88,80.20483157894738
65866,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,240921.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,7,878.77,2027-06-30,2025-05-14,1,0,47-001241,47,7.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,240921.0,21.0,9.88,80.20483157894738
65862,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,210391.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,4,503.0,2027-06-30,2025-05-14,1,0,47-001241,47,4.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,210391.0,21.0,9.88,80.20483157894738
65861,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,231870.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,6,941.16,2027-06-30,2025-05-14,1,0,47-001241,47,6.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,231870.0,21.0,9.88,80.20483157894738
65859,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,219531.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,251.5,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,219531.0,21.0,9.88,80.20483157894738
65853,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,239676.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,251.5,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,239676.0,21.0,9.88,80.20483157894738
65852,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,189181.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,313.72,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,189181.0,21.0,9.88,80.20483157894738
65851,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,198850.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,313.72,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,198850.0,21.0,9.88,80.20483157894738
65849,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,202722.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,251.5,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,202722.0,21.0,9.88,80.20483157894738
65846,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,202840.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,313.72,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,202840.0,21.0,9.88,80.20483157894738
65844,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,228337.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,313.72,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,228337.0,21.0,9.88,80.20483157894738
65843,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,192964.0,"ЛО, Поселок Ленинское",60.2349,29.8514,,,2,2,2,322.28,2027-06-30,2025-05-14,1,0,47-001241,47,2.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,4,3,2025 May,192964.0,21.0,9.88,80.20483157894738
65576,,СЗ ИРИС,5406808951,157081.0,"ЛО, Городской поселок Янино-1",59.9522,30.5894,,,8,8,78,4746.8,2027-09-30,2025-04-25,1,0,47-001108,47,78.0,Типовой,Другое,1.0,Нет,0.0,B,2,4,2025 April,157075.68483979974,21.0,10.23,83.4256
65430,ЖК Имена 3 Этап,СЗ АСД-КОНСАЛТ,9705171435,142000.0,"ЛО, Деревня Новосаратовка",59.8457,30.5102,Пролетарская,18.2333333333333,2,24,786,31104.06,2028-09-30,2025-04-17,1,0,47-001290,47,786.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,C,1,5,2025 April,141995.19513659552,21.0,10.23,83.4256
65429,ЖК Имена 2 Этап,СЗ АСД-КОНСАЛТ,9705171435,182360.0,"ЛО, Деревня Новосаратовка",59.8457,30.5102,Пролетарская,18.2333333333333,2,24,868,36232.84,2028-09-30,2025-04-17,1,0,47-001290,47,868.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,C,1,5,2025 April,182353.82947260252,21.0,10.23,83.4256
65427,ЖК Имена 1 Этап,СЗ АСД-КОНСАЛТ,9705171435,153559.0,"ЛО, Деревня Новосаратовка",59.8457,30.5102,Пролетарская,18.2333333333333,2,23,928,39282.48,2028-06-30,2025-04-17,1,0,47-001290,47,928.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,C,1,5,2025 April,153553.804013947,21.0,10.23,83.4256
65131,,СЗ ИРИС,5406808951,150937.0,"ЛО, Городской поселок Янино-1",59.9533,30.5902,,,8,9,70,4256.83,2027-09-30,2025-03-31,1,0,47-001109,47,70.0,Комфорт,Другое,1.0,Нет,0.0,B,2,4,2025 March,152020.17554571756,21.0,10.34,86.02341428571428
65116,Заречный парк,СЗ ИНВЕСТАЛЬЯНС,7722856273,140153.0,"ЛО, Деревня Новое Девяткино",60.0511,30.4707,Девяткино,18.6166666666667,2,25,396,16642.86,2027-12-31,2025-03-28,1,0,47-001289,47,396.0,Комфорт,Другое,1.0,Нет,0.0,B,2,6,2025 March,141158.78587264192,21.0,10.34,86.02341428571428
65065,"Ясно Янино, Квартал 6",СЗ КВС ДЕВЕЛОПМЕНТ,7802825802,143484.0,"ЛО, Городской поселок Янино-1",59.9643,30.601,,,9,9,438,20814.86,2028-09-30,2025-03-25,1,0,47-001288,47,438.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,A,2,4,2025 March,144513.69026813662,21.0,10.34,86.02341428571428
64852,"ЖК ""Всевгород"" ",СЗ РОМАНОВКА 1,4706069611,144398.0,"ЛО, Поселок Романовка",60.0375,30.6795,,,5,5,180,8124.82,2027-12-31,2025-03-14,1,0,47-001287,47,180.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,1,7,2025 March,145434.24944480494,21.0,10.34,86.02341428571428
64816,ТИШИН,СЗ НОВОСЕЛЬЕ-2,4707053815,156131.0,"ЛО, Городской поселок Новоселье",59.8128,30.0393,,,13,13,345,15965.32,2027-06-30,2025-03-11,1,0,47-001286,47,345.0,Комфорт,Другое,1.0,Нет,0.0,A,1,8,2025 March,157251.44946652197,21.0,10.34,86.02341428571428
64815,ТИШИН,СЗ НОВОСЕЛЬЕ-2,4707053815,153516.0,"ЛО, Городской поселок Новоселье",59.8126,30.0396,,,13,13,83,4498.0,2027-06-30,2025-03-11,1,0,47-001286,47,83.0,Комфорт,Другое,1.0,Нет,0.0,A,1,8,2025 March,154617.68333196218,21.0,10.34,86.02341428571428
64814,ТИШИН,СЗ НОВОСЕЛЬЕ-2,4707053815,153507.0,"ЛО, Городской поселок Новоселье",59.8126,30.0395,,,13,13,83,4496.85,2027-06-30,2025-03-11,1,0,47-001286,47,83.0,Комфорт,Другое,1.0,Нет,0.0,A,1,8,2025 March,154608.6187448834,21.0,10.34,86.02341428571428
64813,ТИШИН,СЗ НОВОСЕЛЬЕ-2,4707053815,158021.0,"ЛО, Городской поселок Новоселье",59.8127,30.0393,,,12,13,309,16543.49,2027-06-30,2025-03-11,1,0,47-001286,47,309.0,Комфорт,Другое,1.0,Нет,0.0,A,1,8,2025 March,159155.01275306806,21.0,10.34,86.02341428571428
64794,"ЖК ""Арт Парк""",СЗ АЛГОРИТМ ДЕВЕЛОПМЕНТ,7842055902,127800.0,"ЛО, Поселок Щеглово",60.028,30.7522,,,9,9,155,8918.06,2026-03-31,2025-03-10,1,0,47-001285,47,155.0,Комфорт,Панель,1.0,Нет,0.0,B,1,9,2025 March,128717.13651883039,21.0,10.34,86.02341428571428
64752,Жилой комплекс Город звезд,СЗ СЭТЛ ЭСТЕЙТ,7810733993,159460.0,"ЛО, Деревня Новосаратовка",59.8527,30.5509,,,23,24,638,22933.4,2029-03-31,2025-03-06,1,0,47-001283,47,638.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,2,5,2025 March,160604.33950933252,21.0,10.34,86.02341428571428
64664,"ЖК ""Всевгород""",СЗ РОМАНОВКА 1,4706069611,150450.0,"ЛО, Поселок Романовка",60.0362,30.6769,,,5,5,62,2739.83,2027-12-31,2025-02-26,1,0,47-001282,47,62.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,1,7,2025 February,152357.37398071453,21.0,10.06,92.742305
64657,"ЖК ""Всевгород""",СЗ РОМАНОВКА 1,4706069611,150450.0,"ЛО, Поселок Романовка",60.0366,30.6784,,,5,5,62,2739.83,2027-12-31,2025-02-25,1,0,47-001281,47,62.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,1,7,2025 February,152357.37398071453,21.0,10.06,92.742305
64542,Жилой комплекс Город звезд,СЗ СЭТЛ ЭСТЕЙТ,7810733993,162369.0,"ЛО, Деревня Новосаратовка",59.8544,30.5474,,,13,24,771,24840.05,2028-12-31,2025-02-14,1,0,47-001280,47,771.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,2,5,2025 February,164427.48059737214,21.0,10.06,92.742305
64530,ЖК Аквилон Verba ,СЗ КОМФОРТ,2901305820,137867.0,"ЛО, Городской поселок Янино-1",59.9486,30.585,,,13,13,692,32159.4,2027-06-30,2025-02-13,1,0,47-001279,47,692.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,A,0,4,2025 February,139614.8493093996,21.0,10.06,92.742305
64400,"""Квартал Уютный""",СЗ ПРОЕКТ-СТРОЙ НОВОСЕЛЬЕ,4725009150,172451.0,"ЛО, Городской поселок Новоселье",59.806,30.0894,,,8,9,504,22830.38,2026-12-31,2025-02-03,1,0,47-001277,47,504.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,0,8,2025 February,174637.29810799737,21.0,10.06,92.742305
64245,ЖК NEWПИТЕР лот 4,СЗ СТ-НОВОСЕЛЬЕ,4725483458,194852.0,"ЛО, Городской поселок Новоселье",59.804,30.085,,,1,12,779,38208.79,2026-12-31,2025-01-22,1,0,47-001267,47,779.0,Комфорт,Другое,1.0,Нет,182.0,A,2,8,2025 January,199521.51497589386,21.0,9.92,100.412125
64188,"Id Kudrovo II, корпус 1.4",СЗ ЕВРОИНВЕСТ КУДРОВО-2,4706075037,163481.0,"ЛО, Деревня Новосергиевка",59.9146,30.5406,Улица Дыбенко,30.75,10,10,487,17924.11,2027-09-30,2025-01-18,1,0,47-001266,47,487.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,1,10,2025 January,167398.727186655,21.0,9.92,100.412125
64057,"ЖК ""LIBERTY DOM""",СЗ НК РАЗВИТИЕ,4705096235,113524.0,"ЛО, Городской поселок Форносово",59.5683,30.5508,,,4,4,156,5354.94,2026-09-30,2024-12-26,1,0,47-001262,47,156.0,Комфорт,Монолит,1.0,Нет,0.0,B,0,11,2024 December,115547.15696575295,21.0,9.52,102.25964761904763
63936,ЖК DOGMA ЮККИ Корпус 5,СЗ ДОГМА-7,2311329754,146892.0,"ЛО, Деревня Порошкино",60.1012,30.2846,,,13,13,1068,31760.03,2027-12-31,2024-12-18,1,0,47-001259,47,1068.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,0,12,2024 December,149509.82154446092,21.0,9.52,102.25964761904763
63751,"ЖК ""Новатория"", 2 очередь",СЗ НОВЫЙ ДОМ,1655494391,165500.0,"ЛО, Городской поселок Новоселье",59.814,30.0489,,,10,13,373,16349.31,2027-12-31,2024-12-11,1,0,47-001258,47,373.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,C,1,8,2024 December,168449.44221338318,21.0,9.52,102.25964761904763
63750,"ЖК ""Новатория"", 2 очередь",СЗ НОВЫЙ ДОМ,1655494391,165203.0,"ЛО, Городской поселок Новоселье",59.814,30.0488,,,11,13,461,19526.89,2027-12-31,2024-12-11,1,0,47-001258,47,461.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,C,1,8,2024 December,168147.14925666188,21.0,9.52,102.25964761904763
63650,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,90154.0,"ЛО, г. Луга, Медведское шоссе",58.7151,29.8475,,,8,10,205,9933.9,2025-09-30,2024-12-05,1,0,47-001256,47,205.0,Типовой,Панель,1.0,Нет,0.0,B,3,13,2024 December,91760.6707752589,21.0,9.52,102.25964761904763
63649,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,90154.0,"ЛО, г. Луга, Медведское шоссе",58.7144,29.847,,,11,11,136,5800.65,2025-09-30,2024-12-05,1,0,47-001256,47,136.0,Типовой,Панель,1.0,Нет,0.0,B,3,13,2024 December,91760.6707752589,21.0,9.52,102.25964761904763
63648,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,106126.0,"ЛО, Городской поселок Вознесенье, Улица Горная",61.0167,35.4803,,,4,6,120,5833.09,2025-09-30,2024-12-05,1,0,47-001255,47,120.0,Типовой,Монолит,1.0,Нет,0.0,B,3,14,2024 December,108017.31422560425,21.0,9.52,102.25964761904763
63378,"ЖК ""Охтинские высоты""",СЗ НОВОЕ ИЗМЕРЕНИЕ МИСТОЛОВО,7805800436,227621.0,"ЛО, Деревня Мистолово, Улица",60.1255,30.423,,,5,5,130,6576.07,2027-06-30,2024-11-21,1,0,47-001254,47,130.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,1,15,2024 November,227621.0,21.0,8.88,100.68745
63376,"ЖК ""Охтинские высоты""",СЗ НОВОЕ ИЗМЕРЕНИЕ МИСТОЛОВО,7805800436,207056.0,"ЛО, Деревня Мистолово, Улица",60.1247,30.4245,,,5,5,168,8351.05,2027-06-30,2024-11-21,1,0,47-001254,47,168.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,1,15,2024 November,207056.0,21.0,8.88,100.68745
63375,"ЖК ""Охтинские высоты""",СЗ НОВОЕ ИЗМЕРЕНИЕ МИСТОЛОВО,7805800436,223862.0,"ЛО, Деревня Мистолово",60.1244,30.4238,,,5,5,104,5978.63,2027-06-30,2024-11-21,1,0,47-001254,47,104.0,Бизнес,Монолит-кирпич,1.0,Нет,0.0,B,1,16,2024 November,223862.0,21.0,8.88,100.68745
63300,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,163315.0,"ЛО, Деревня Новосаратовка",59.8514,30.5486,,,19,24,874,25553.8,2028-06-30,2024-11-18,1,0,47-001253,47,874.0,Комфорт,Другое,1.0,Нет,0.0,B,2,5,2024 November,167819.61394509653,21.0,8.88,100.68745
63278,"Жилой Комплекс «Загляденье», корпус 6-7",СЗ СТ-3,4707050067,173722.0,"ЛО, Городской поселок Новоселье",59.8107,30.0492,,,13,13,643,26640.02,2029-09-30,2024-11-15,1,0,47-001251,47,643.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,0,8,2024 November,178513.6636179779,21.0,8.88,100.68745
63138,Квартал Торики,СЗ САМОЛЕТ-ТАЛЛИНСКОЕ,5027297904,80000.0,"ЛО, Поселок Новогорелово",59.7893,30.1396,,,1,13,924,35635.27,2027-03-31,2024-11-06,1,0,47-001248,47,924.0,Типовой,Монолит-кирпич,1.0,Нет,0.0,A,1,17,2024 November,82206.58920250878,21.0,8.88,100.68745
63135,ЖК NEWПИТЕР лот 3,СЗ СТ-НОВОСЕЛЬЕ,4725483458,180087.0,"ЛО, Городской поселок Новоселье",59.8054,30.0864,,,1,12,672,36806.98,2026-12-31,2024-11-06,1,0,47-001247,47,672.0,Комфорт,Другое,1.0,Нет,192.0,B,2,8,2024 November,185054.22537140248,21.0,8.88,100.68745
63121,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,161949.0,"ЛО, Деревня Новосаратовка",59.8519,30.5495,,,22,22,187,7651.93,2028-06-30,2024-11-05,1,0,47-001246,47,187.0,Комфорт,Другое,1.0,Нет,0.0,C,2,5,2024 November,166415.93643446369,21.0,8.88,100.68745
62921,Кронунг ЮГ,СЗ КРОНУНГ ЮГ,7840109567,186150.0,"ЛО, Поселок Новогорелово",59.7947,30.1625,,,1,9,596,30840.2,2027-03-31,2024-10-24,1,0,47-001244,47,596.0,Комфорт,Монолит-кирпич,1.0,Есть,0.0,C,0,17,2024 October,193664.82416395264,21.0,8.54,96.16022608695651
62662,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,131301.0,"ЛО, Деревня Большая Пустомержа, Улица Молодежная",59.3891,28.8845,,,1,4,46,2283.09,2025-09-30,2024-10-14,1,0,47-001243,47,46.0,Типовой,Панель,1.0,Нет,0.0,B,3,18,2024 October,136601.5851600921,21.0,8.54,96.16022608695651
62604,"ЖК Южная Нева, корпус 2",СЗ ПРОЕКТ-СТРАНА-18,4706057359,135557.0,"ЛО, Деревня Новосаратовка",59.8506,30.563,,,13,19,640,26322.72,2028-06-30,2024-10-10,1,0,47-001240,47,640.0,Типовой,Монолит-кирпич,1.0,Нет,0.0,C,1,5,2024 October,141029.39870638156,21.0,8.54,96.16022608695651
62413,"Id Kudrovo II, корпус 1.3",СЗ ЕВРОИНВЕСТ КУДРОВО-2,4706075037,168925.0,"ЛО, Деревня Новосергиевка",59.9155,30.5404,Улица Дыбенко,30.0666666666667,10,10,491,17779.99,2027-06-30,2024-10-01,1,0,47-001236,47,491.0,Комфорт,Монолит-кирпич,1.0,Нет,0.0,B,1,10,2024 October,175744.45566422615,21.0,8.54,96.16022608695651
62248,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,163084.0,"ЛО, Деревня Новосаратовка",59.8515,30.5474,,,19,24,831,26067.32,2027-12-31,2024-09-23,1,0,47-001232,47,831.0,Комфорт,Другое,1.0,Нет,0.0,C,2,5,2024 September,172208.67761910235,19.0,8.63,91.234505
62244,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,162709.0,"ЛО, Деревня Новосаратовка, Участок 13",59.8557,30.551,,,22,22,187,7650.58,2027-12-31,2024-09-23,1,0,47-001231,47,187.0,Комфорт,Другое,1.0,Нет,0.0,C,2,19,2024 September,171812.69607519146,19.0,8.63,91.234505
61995,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,120782.0,"ЛО, Городской поселок Рощино, Улица Строителей",60.2544,29.5922,,,9,9,252,12171.5,2025-09-30,2024-09-10,1,0,47-001229,47,252.0,Типовой,Монолит,1.0,Нет,0.0,B,3,20,2024 September,127539.84756438658,19.0,8.63,91.234505
61994,"Жилой комплекс ""Финский квартал""",СЗ РАЗВИТИЕ ВЕКТОР,3662306797,135000.0,"ЛО, Деревня Лупполово",60.1517,30.2672,,,7,9,371,15521.62,2028-06-30,2024-09-10,1,0,47-001228,47,371.0,Комфорт,Панель,1.0,Нет,0.0,B,1,21,2024 September,142553.35580791996,19.0,8.63,91.234505
