id,name,developer,developer_inn,price_for_sqm,address,latitude,longitude,metro,metro_time,floors_min,floors_max,apartments,total_area,completion_date,start_date,escrow,problem_flag,rpd_number,region_num,developer_group,address_code
65592,Таллинский парк,СЗ СТРОЙ-ЭКСПЕРТ,7743345110,144103.0,"ЛО, Городской поселок Новоселье",59.808,30.1047,,,13,13,125,5646.96,2027-12-31,2025-04-25,1,0,47-001292,47,38,12
65591,Таллинский парк,СЗ СТРОЙ-ЭКСПЕРТ,7743345110,153236.0,"ЛО, Городской поселок Новоселье",59.8085,30.1059,,,13,13,462,20256.13,2027-12-31,2025-04-25,1,0,47-001292,47,38,12
65576,,СЗ ИРИС,5406808951,157081.0,"ЛО, Городской поселок Янино-1",59.9522,30.5894,,,8,8,78,4746.8,2027-09-30,2025-04-25,1,0,47-001108,47,43,13
65430,ЖК Имена 3 Этап,СЗ АСД-КОНСАЛТ,9705171435,142000.0,"ЛО, Деревня Новосаратовка",59.8457,30.5102,Пролетарская,18.2333333333333,2,24,786,31104.06,2028-09-30,2025-04-17,1,0,47-001290,47,149,4
65429,ЖК Имена 2 Этап,СЗ АСД-КОНСАЛТ,9705171435,182360.0,"ЛО, Деревня Новосаратовка",59.8457,30.5102,Пролетарская,18.2333333333333,2,24,868,36232.84,2028-09-30,2025-04-17,1,0,47-001290,47,149,4
65427,ЖК Имена 1 Этап,СЗ АСД-КОНСАЛТ,9705171435,142000.0,"ЛО, Деревня Новосаратовка",59.8457,30.5102,Пролетарская,18.2333333333333,2,23,928,39282.48,2028-06-30,2025-04-17,1,0,47-001290,47,149,4
65131,,СЗ ИРИС,5406808951,140633.0,"ЛО, Городской поселок Янино-1",59.9533,30.5902,,,8,9,70,4256.83,2027-09-30,2025-03-31,1,0,47-001109,47,43,13
65116,Заречный парк,СЗ ИНВЕСТАЛЬЯНС,7722856273,138474.0,"ЛО, Деревня Новое Девяткино",60.0511,30.4707,Девяткино,18.6166666666667,2,25,396,16642.86,2027-12-31,2025-03-28,1,0,47-001289,47,59,14
65065,"Ясно Янино, Квартал 6",СЗ КВС ДЕВЕЛОПМЕНТ,7802825802,143484.0,"ЛО, Городской поселок Янино-1",59.9643,30.601,,,9,9,438,20814.86,2028-09-30,2025-03-25,1,0,47-001288,47,11,13
64852,"ЖК ""Всевгород"" ",СЗ РОМАНОВКА 1,4706069611,144398.0,"ЛО, Поселок Романовка",60.0375,30.6795,,,5,5,180,8124.82,2027-12-31,2025-03-14,1,0,47-001287,47,152,15
64816,ТИШИН,СЗ НОВОСЕЛЬЕ-2,4707053815,158215.0,"ЛО, Городской поселок Новоселье",59.8128,30.0393,,,13,13,345,15965.32,2027-06-30,2025-03-11,1,0,47-001286,47,118,12
64815,ТИШИН,СЗ НОВОСЕЛЬЕ-2,4707053815,156203.0,"ЛО, Городской поселок Новоселье",59.8126,30.0396,,,13,13,83,4498.0,2027-06-30,2025-03-11,1,0,47-001286,47,118,12
64814,ТИШИН,СЗ НОВОСЕЛЬЕ-2,4707053815,172603.0,"ЛО, Городской поселок Новоселье",59.8126,30.0395,,,13,13,83,4496.85,2027-06-30,2025-03-11,1,0,47-001286,47,118,12
64813,ТИШИН,СЗ НОВОСЕЛЬЕ-2,4707053815,155417.0,"ЛО, Городской поселок Новоселье",59.8127,30.0393,,,12,13,309,16543.49,2027-06-30,2025-03-11,1,0,47-001286,47,118,12
64794,"ЖК ""Арт Парк""",СЗ АЛГОРИТМ ДЕВЕЛОПМЕНТ,7842055902,141000.0,"ЛО, Поселок Щеглово",60.028,30.7522,,,9,9,155,8918.06,2026-03-31,2025-03-10,1,0,47-001285,47,123,16
64752,Жилой комплекс Город звезд,СЗ СЭТЛ ЭСТЕЙТ,7810733993,161863.0,"ЛО, Деревня Новосаратовка",59.8527,30.5509,,,23,24,638,22933.4,2029-03-31,2025-03-06,1,0,47-001283,47,17,4
64664,"ЖК ""Всевгород""",СЗ РОМАНОВКА 1,4706069611,150450.0,"ЛО, Поселок Романовка",60.0362,30.6769,,,5,5,62,2739.83,2027-12-31,2025-02-26,1,0,47-001282,47,152,15
64657,"ЖК ""Всевгород""",СЗ РОМАНОВКА 1,4706069611,150450.0,"ЛО, Поселок Романовка",60.0366,30.6784,,,5,5,62,2739.83,2027-12-31,2025-02-25,1,0,47-001281,47,152,15
64542,Жилой комплекс Город звезд,СЗ СЭТЛ ЭСТЕЙТ,7810733993,163738.0,"ЛО, Деревня Новосаратовка",59.8544,30.5474,,,13,24,771,24840.05,2028-12-31,2025-02-14,1,0,47-001280,47,17,4
64530,ЖК Аквилон Verba ,СЗ КОМФОРТ,2901305820,151917.0,"ЛО, Городской поселок Янино-1",59.9486,30.585,,,13,13,692,32159.4,2027-06-30,2025-02-13,1,0,47-001279,47,0,13
64400,"""Квартал Уютный""",СЗ ПРОЕКТ-СТРОЙ НОВОСЕЛЬЕ,4725009150,166307.0,"ЛО, Городской поселок Новоселье",59.806,30.0894,,,8,9,504,22830.38,2026-12-31,2025-02-03,1,0,47-001277,47,0,12
64245,ЖК NEWПИТЕР лот 4,СЗ СТ-НОВОСЕЛЬЕ,4725483458,175503.0,"ЛО, Городской поселок Новоселье",59.804,30.085,,,1,12,779,38208.79,2026-12-31,2025-01-22,1,0,47-001267,47,20,12
64188,"Id Kudrovo II, корпус 1.4",СЗ ЕВРОИНВЕСТ КУДРОВО-2,4706075037,162036.0,"ЛО, Деревня Новосергиевка",59.9146,30.5406,Улица Дыбенко,30.75,10,10,487,17924.11,2027-09-30,2025-01-18,1,0,47-001266,47,191,17
64057,"ЖК ""LIBERTY DOM""",СЗ НК РАЗВИТИЕ,4705096235,107327.0,"ЛО, Городской поселок Форносово",59.5683,30.5508,,,4,4,156,5354.94,2026-09-30,2024-12-26,1,0,47-001262,47,0,18
63936,ЖК DOGMA ЮККИ,СЗ ДОГМА-7,2311329754,146892.0,"ЛО, Деревня Порошкино",60.1012,30.2846,,,13,13,1068,31760.03,2027-12-31,2024-12-18,1,0,47-001259,47,0,19
63751,"ЖК ""Новатория"", 2 очередь",СЗ НОВЫЙ ДОМ,1655494391,165500.0,"ЛО, Городской поселок Новоселье",59.814,30.0489,,,10,13,373,16349.31,2027-12-31,2024-12-11,1,0,47-001258,47,97,12
63750,"ЖК ""Новатория"", 2 очередь",СЗ НОВЫЙ ДОМ,1655494391,142400.0,"ЛО, Городской поселок Новоселье",59.814,30.0488,,,11,13,461,19526.89,2027-12-31,2024-12-11,1,0,47-001258,47,97,12
63650,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,90154.0,"ЛО, г. Луга, Медведское шоссе",58.7151,29.8475,,,8,10,205,9933.9,2025-09-30,2024-12-05,1,0,47-001256,47,4,20
63649,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,90154.0,"ЛО, г. Луга, Медведское шоссе",58.7144,29.847,,,11,11,136,5800.65,2025-09-30,2024-12-05,1,0,47-001256,47,4,20
63648,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,106126.0,"ЛО, Городской поселок Вознесенье, Улица Горная",61.0167,35.4803,,,4,6,120,5833.09,2025-09-30,2024-12-05,1,0,47-001255,47,4,21
63375,"ЖК ""Охтинские высоты""",СЗ НОВОЕ ИЗМЕРЕНИЕ МИСТОЛОВО,7805800436,192963.0,"ЛО, Деревня Мистолово",60.1244,30.4238,,,5,5,104,5978.63,2027-06-30,2024-11-21,1,0,47-001254,47,0,22
63300,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,167279.0,"ЛО, Деревня Новосаратовка",59.8514,30.5486,,,19,24,874,25553.8,2028-06-30,2024-11-18,1,0,47-001253,47,17,4
63278,"Жилой Комплекс «Загляденье», корпус 6-7",СЗ СТ-3,4707050067,161268.0,"ЛО, Городской поселок Новоселье",59.8107,30.0492,,,13,13,643,26640.02,2029-09-30,2024-11-15,1,0,47-001251,47,0,12
63138,Квартал Торики,СЗ САМОЛЕТ-ТАЛЛИНСКОЕ,5027297904,80000.0,"ЛО, Поселок Новогорелово",59.7893,30.1396,,,1,13,924,35635.27,2027-03-31,2024-11-06,1,0,47-001248,47,192,23
63135,ЖК NEWПИТЕР лот 3,СЗ СТ-НОВОСЕЛЬЕ,4725483458,182657.0,"ЛО, Городской поселок Новоселье",59.8054,30.0864,,,1,12,672,36806.98,2026-12-31,2024-11-06,1,0,47-001247,47,20,12
63121,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,161988.0,"ЛО, Деревня Новосаратовка",59.8519,30.5495,,,22,22,187,7651.93,2028-06-30,2024-11-05,1,0,47-001246,47,17,4
62921,Кронунг ЮГ,СЗ КРОНУНГ ЮГ,7840109567,166724.0,"ЛО, Поселок Новогорелово",59.7947,30.1625,,,1,9,596,30840.2,2027-03-31,2024-10-24,1,0,47-001244,47,0,23
62662,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,131301.0,"ЛО, Деревня Большая Пустомержа, Улица Молодежная",59.3891,28.8845,,,1,4,46,2283.09,2025-09-30,2024-10-14,1,0,47-001243,47,4,24
62604,"ЖК Южная Нева, корпус 2",СЗ ПРОЕКТ-СТРАНА-18,4706057359,146053.0,"ЛО, Деревня Новосаратовка",59.8506,30.563,,,13,19,640,26322.72,2028-06-30,2024-10-10,1,0,47-001240,47,188,4
62413,"Id Kudrovo II, корпус 1.3",СЗ ЕВРОИНВЕСТ КУДРОВО-2,4706075037,168180.0,"ЛО, Деревня Новосергиевка",59.9155,30.5404,Улица Дыбенко,30.0666666666667,10,10,491,17779.99,2027-06-30,2024-10-01,1,0,47-001236,47,191,17
62248,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,167020.0,"ЛО, Деревня Новосаратовка",59.8515,30.5474,,,19,24,831,26067.32,2027-12-31,2024-09-23,1,0,47-001232,47,17,4
62244,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,164882.0,"ЛО, Деревня Новосаратовка, Участок 13",59.8557,30.551,,,22,22,187,7650.58,2027-12-31,2024-09-23,1,0,47-001231,47,17,25
61995,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,120782.0,"ЛО, Городской поселок Рощино, Улица Строителей",60.2544,29.5922,,,9,9,252,12171.5,2025-09-30,2024-09-10,1,0,47-001229,47,4,26
61994,"Жилой комплекс ""Финский квартал""",СЗ РАЗВИТИЕ ВЕКТОР,3662306797,135000.0,"ЛО, Деревня Лупполово",60.1517,30.2672,,,7,9,371,15521.62,2028-06-30,2024-09-10,1,0,47-001228,47,96,27
61993,"Жилой комплекс ""Финский квартал"" ",СЗ РАЗВИТИЕ ВЕКТОР,3662306797,135000.0,"ЛО, Деревня Лупполово",60.1514,30.2656,,,7,9,89,4914.56,2028-06-30,2024-09-10,1,0,47-001228,47,96,27
61992,"Жилой комплекс ""Финский квартал"" ",СЗ РАЗВИТИЕ ВЕКТОР,3662306797,135000.0,"ЛО, Деревня Лупполово",60.1511,30.2663,,,7,9,89,4914.56,2028-06-30,2024-09-10,1,0,47-001228,47,96,27
61991,"Жилой комплекс ""Финский квартал"" ",СЗ РАЗВИТИЕ ВЕКТОР,3662306797,135000.0,"ЛО, Деревня Лупполово",60.1508,30.2669,,,7,9,89,4914.56,2028-06-30,2024-09-10,1,0,47-001228,47,96,27
61744,Уютный квартал ПАТИО,СЗ КВС-СЕРТОЛОВО,7811523068,148312.0,"ЛО, г. Сертолово, Улица Мира",60.1632,30.2062,,,12,12,347,15453.06,2026-09-30,2024-08-28,1,0,47-001220,47,18,28
61706,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,128314.0,"ЛО, Село Винницы, Улица Советская",60.6277,34.7526,,,2,5,52,2318.81,2025-09-30,2024-08-27,1,0,47-001219,47,4,29
61660,Уютный квартал ПАТИО,СЗ КВС-СЕРТОЛОВО,7811523068,145058.0,"ЛО, г. Сертолово, Улица Мира, 2",60.1633,30.2069,,,5,6,83,4343.6,2026-09-30,2024-08-26,1,0,47-001218,47,18,30
61463,Заречный парк,СЗ ИНВЕСТАЛЬЯНС,7722856273,154076.0,"ЛО, Деревня Новое Девяткино",60.0507,30.4696,Девяткино,13.8333333333333,2,25,395,16523.2,2026-12-31,2024-08-14,1,0,47-001217,47,59,14
61455,Серебряный ручей,СЗ СЕРЕБРЯНЫЙ РУЧЕЙ 3,4706056683,200000.0,"ЛО, Деревня Хиттолово",60.194,30.5399,,,4,4,186,7701.51,2026-06-30,2024-08-13,1,0,47-001216,47,0,31
61378,Жилой комплекс «Город звезд»,СЗ СЭТЛ ЭСТЕЙТ,7810733993,170070.0,"ЛО, Деревня Новосаратовка",59.8528,30.5448,,,13,24,522,16494.35,2027-09-30,2024-08-08,1,0,47-001215,47,17,4
61191,,СПЕЦЗАСТРОЙЩИК ЛО 1,4705080620,100265.0,"ЛО, г. Сясьстрой, Улица Карла Маркса",60.1376,32.567,,,1,5,223,13054.85,2024-12-24,2024-07-30,0,0,47-001214,47,4,32
60881,Янила Форест,СЗ ЛСТ ДЕВЕЛОПМЕНТ,7841354900,147496.0,"ЛО, городской поселок Янино-1",59.9584,30.5679,,,8,12,140,6797.6,2026-12-31,2024-07-12,1,0,47-001213,47,9,33
60878,ЖК Взлетная 16,СЗ ЕВРОСТРОЙ,7816361822,185000.0,"ЛО, г. Всеволожск, Улица",59.9959,30.6532,,,6,6,44,3249.0,2027-03-31,2024-07-12,1,0,47-001212,47,95,34
60877,ЖК Взлетная 16,СЗ ЕВРОСТРОЙ,7816361822,180137.0,"ЛО, г. Всеволожск, Улица Взлетная",59.9959,30.6532,,,6,6,24,1604.0,2027-03-31,2024-07-12,1,0,47-001212,47,95,35
60786,"ЖК ""Дубровка.Park""",СЗ СИСТЕМА 47,7806595980,137223.0,"ЛО, Городской поселок Дубровка, Улица Школьная",59.8426,30.934,,,1,5,115,5527.76,2026-09-30,2024-07-09,1,0,47-001210,47,0,36
60257,"Ясно.Янино, ЛЕС",СЗ КВС ДЕВЕЛОПМЕНТ,7802825802,140945.0,"ЛО, городской поселок Янино-1",59.9633,30.6015,,,8,9,456,20751.81,2026-09-30,2024-06-14,1,0,47-001207,47,11,33
60256,"Ясно.Янино, ЛЕС",СЗ КВС ДЕВЕЛОПМЕНТ,7802825802,139085.0,"ЛО, городской поселок Янино-1",59.9632,30.602,,,9,9,167,9273.47,2026-09-30,2024-06-14,1,0,47-001207,47,11,33
60255,"Ясно.Янино, ЛЕС",СЗ КВС ДЕВЕЛОПМЕНТ,7802825802,135286.0,"ЛО, городской поселок Янино-1",59.9632,30.6015,,,8,9,168,9032.5,2026-09-30,2024-06-14,1,0,47-001207,47,11,33
59946,"ЖК Высота, ГК Стоун, п. Бугры, ООО Стоун",СЗ СТОУН,7805586408,134958.0,"ЛО, поселок Бугры, Улица",60.0688,30.4059,Девяткино,25.95,19,19,918,34339.31,2028-12-31,2024-06-04,1,0,47-001206,47,0,37
59940,"Жилой комплекс ""Максималист""",СЗ ЛИГАСТРОЙ,7805779047,204590.0,"ЛО, г. Мурино, Дорога",60.0711,30.4334,Девяткино,26.6333333333333,1,19,904,37158.53,2027-12-31,2024-06-04,1,0,47-001205,47,0,38
59921,"ЖК ""А101 Лаголово""",СЗ ЛАГОЛОВО-1,4706051212,147819.0,"ЛО, деревня Лаголово, Улица",59.7104,30.0823,,,14,14,120,5253.4,2026-09-30,2024-06-03,1,0,47-001204,47,46,39
59920,"ЖК ""А101 Лаголово""",СЗ ЛАГОЛОВО-1,4706051212,153061.0,"ЛО, деревня Лаголово, Улица",59.7111,30.0817,,,11,13,207,9172.8,2026-09-30,2024-06-03,1,0,47-001204,47,46,39
59893,Point Токсово,СЗ СЕРЕБРЯНЫЙ РУЧЕЙ 2,4706056644,253520.0,"ЛО, деревня Хиттолово, Улица",60.1936,30.54,,,4,4,62,2565.52,2026-09-30,2024-05-31,1,0,47-001203,47,0,40
59678,"Жилой дом ""Эдельвейс.Янино""",СЗ АДОНИС,7801720814,146881.0,"ЛО, городской поселок Янино-1, Улица Шоссейная",59.9469,30.5617,,,1,9,117,4767.08,2026-09-30,2024-05-23,1,0,47-001202,47,0,41
59382,,СЗ СОЮЗ-СЕВЕР,2224201116,145455.0,"ЛО, поселок Тельмана",59.7282,30.624,,,10,18,452,25334.7,2026-03-31,2024-05-03,1,0,47-001200,47,85,42
