id,name,developer,developer_inn,price_for_sqm,address,latitude,longitude,metro,metro_time,floors_min,floors_max,apartments,total_area,completion_date,start_date,escrow,problem_flag,rpd_number,region_num,developer_group,address_code
56617,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,178091.0,"ЛО, поселок Ленинское",60.2327,29.855,,,2,2,4,395.32,2026-03-31,2023-12-22,1,0,47-001176,47,2,50
56612,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,198747.0,"ЛО, п. Ленинское",60.2325,29.8556,,,2,2,4,429.84,2026-03-31,2023-12-22,1,0,47-001175,47,2,49
56609,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,219885.0,"ЛО, п. Ленинское",60.2328,29.8562,,,2,2,4,429.84,2026-03-31,2023-12-22,1,0,47-001174,47,2,49
56607,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,167965.0,"ЛО, п. Ленинское",60.233,29.8529,,,2,2,6,606.93,2026-03-31,2023-12-22,1,0,47-001173,47,2,49
56606,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,185852.0,"ЛО, п. Ленинское",60.233,29.8534,,,2,2,8,809.24,2026-03-31,2023-12-22,1,0,47-001172,47,2,49
56605,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,211789.0,"ЛО, п. Ленинское",60.2331,29.8553,,,2,2,8,857.92,2026-03-31,2023-12-22,1,0,47-001171,47,2,49
56604,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,177906.0,"ЛО, п. Ленинское",60.2333,29.856,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001170,47,2,49
56603,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,230036.0,"ЛО, п. Ленинское",60.2332,29.8552,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001169,47,2,49
56602,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,193460.0,"ЛО, п. Ленинское",60.2331,29.8542,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001168,47,2,49
56601,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,202946.0,"ЛО, п. Ленинское",60.2336,29.8536,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001167,47,2,49
56599,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,227143.0,"ЛО, поселок Ленинское",60.2332,29.8534,,,2,2,7,710.41,2026-03-31,2023-12-22,1,0,47-001166,47,2,50
56598,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,260470.0,"ЛО, п. Ленинское",60.2337,29.8537,,,2,2,6,606.93,2026-03-31,2023-12-22,1,0,47-001165,47,2,49
56597,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,261260.0,"ЛО, п. Ленинское",60.2338,29.8558,,,2,2,7,710.41,2026-03-31,2023-12-22,1,0,47-001164,47,2,49
56596,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,166434.0,"ЛО, п. Ленинское",60.2339,29.8563,,,2,2,3,483.42,2026-03-31,2023-12-22,1,0,47-001163,47,2,49
56595,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,225765.0,"ЛО, п. Ленинское",60.2344,29.8561,,,2,2,4,644.56,2026-03-31,2023-12-22,1,0,47-001162,47,2,49
56593,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,193134.0,"ЛО, п. Ленинское",60.234,29.8549,,,2,2,5,627.27,2026-03-31,2023-12-22,1,0,47-001161,47,2,49
56587,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,206158.0,"ЛО, п. Ленинское",60.2341,29.8538,,,2,2,5,627.27,2026-03-31,2023-12-22,1,0,47-001160,47,2,49
56586,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,257919.0,"ЛО, п. Ленинское",60.2341,29.8532,,,2,2,8,809.24,2026-03-31,2023-12-22,1,0,47-001159,47,2,49
56585,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,217773.0,"ЛО, п. Ленинское",60.2345,29.854,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001158,47,2,49
56584,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,200976.0,"ЛО, п. Ленинское",60.2343,29.8554,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001157,47,2,49
56582,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,229342.0,"ЛО, п. Ленинское",60.2348,29.8559,,,2,2,4,610.32,2026-03-31,2023-12-22,1,0,47-001156,47,2,49
56581,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,222200.0,"ЛО, п. Ленинское",60.2347,29.8553,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001155,47,2,49
56579,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,178941.0,"ЛО, поселок Ленинское",60.235,29.854,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001154,47,2,50
56573,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,217545.0,"ЛО, п. Ленинское",60.2347,29.8532,,,2,2,4,395.32,2026-03-31,2023-12-22,1,0,47-001153,47,2,49
56572,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,195996.0,"ЛО, п. Ленинское",60.2352,29.8551,,,2,2,6,754.5,2026-03-31,2023-12-22,1,0,47-001152,47,2,49
56571,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,311052.0,"ЛО, поселок Ленинское",60.2353,29.8556,,,2,2,4,644.56,2026-03-31,2023-12-22,1,0,47-001151,47,2,50
56569,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,197495.0,"ЛО, п. Ленинское",60.2355,29.854,,,2,2,7,710.41,2026-03-31,2023-12-22,1,0,47-001150,47,2,49
56567,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,197409.0,"ЛО, п. Ленинское",60.2354,29.8535,,,2,2,6,606.93,2026-03-31,2023-12-22,1,0,47-001149,47,2,49
56566,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,256312.0,"ЛО, п. Ленинское",60.2359,29.8547,,,2,2,7,710.41,2026-03-31,2023-12-22,1,0,47-001148,47,2,49
56565,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,268567.0,"ЛО, п. Ленинское",60.2359,29.8552,,,2,2,4,610.32,2026-03-31,2023-12-22,1,0,47-001147,47,2,49
56564,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,211145.0,"ЛО, п. Ленинское",60.2361,29.8538,,,2,2,5,627.27,2026-03-31,2023-12-22,1,0,47-001146,47,2,49
56563,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,237910.0,"ЛО, п. Ленинское",60.2364,29.8554,,,2,2,4,627.44,2026-03-31,2023-12-22,1,0,47-001145,47,2,49
56560,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,194446.0,"ЛО, поселок Ленинское",60.2364,29.8544,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001144,47,2,50
56559,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,227962.0,"ЛО, п. Ленинское",60.2359,29.8534,,,2,2,8,809.24,2026-03-31,2023-12-22,1,0,47-001143,47,2,49
56557,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,249427.0,"ЛО, поселок Ленинское",60.2367,29.8537,,,2,2,3,381.69,2026-03-31,2023-12-22,1,0,47-001142,47,2,50
56556,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,311666.0,"ЛО, п. Ленинское",60.2368,29.8545,,,2,2,4,644.56,2026-03-31,2023-12-22,1,0,47-001141,47,2,49
56554,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,197552.0,"ЛО, п. Ленинское",60.2366,29.8533,,,2,2,6,606.93,2026-03-31,2023-12-22,1,0,47-001140,47,2,49
56553,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,202886.0,"ЛО, п. Ленинское",60.2374,29.854,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001139,47,2,49
56552,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,232977.0,"ЛО, поселок Ленинское",60.2377,29.8534,,,2,2,4,503.0,2026-03-31,2023-12-22,1,0,47-001138,47,2,50
56548,Моменты.Repino,СЗ ЛЕНИНСКОЕ,7801721649,274586.0,"ЛО, п. Ленинское",60.2371,29.8529,,,2,2,8,809.24,2026-03-31,2023-12-22,1,0,47-001137,47,2,49
56459,"ЖК ""Орловский бульвар"" Позиция 6",СЗ РУСЬ,7816279173,153000.0,"ЛО, г. Гатчина, шоссе Красносельское",59.5823,30.1367,,,9,9,86,4560.4,2025-12-31,2023-12-20,1,0,47-001135,47,64,51
56437,,СЗ ВОЗРОЖДЕНИЕ,4705094510,115000.0,"ЛО, г. Гатчина, Улица Куприна",59.5721,30.0674,,,4,4,73,3176.5,2025-06-06,2023-12-19,0,0,47-001134,47,0,52
56347,"ЖК ""Новая история""",ТАЙМС-С (СЗ),7802896105,201228.0,"ЛО, г. Сертолово",60.1749,30.1372,,,4,4,115,4623.0,2025-12-31,2023-12-14,1,0,47-001133,47,26,53
56346,"ЖК ""Новая история""",ТАЙМС-С (СЗ),7802896105,195414.0,"ЛО, г. Сертолово",60.1746,30.1377,,,4,4,115,4623.0,2025-12-31,2023-12-14,1,0,47-001133,47,26,53
56256,"ЖК ""Новокасимово"" ТХ-4",СЗ НОВОКАСИМОВО,5257151843,99323.0,"ЛО, деревня Касимово",60.2016,30.2985,,,5,5,152,7213.6,2025-12-31,2023-12-12,1,0,47-001132,47,94,54
55580,"ЖК ""Стороны света-2""",СЗ ЯНИНО,7843020846,130000.0,"ЛО, п. Бугры",60.0778,30.4183,,,18,18,305,10798.9,2027-03-31,2023-11-17,1,0,47-001124,47,213,55
55578,"ЖК ""Стороны света-2""",СЗ ЯНИНО,7843020846,148437.0,"ЛО, п. Бугры",60.08,30.4177,,,18,18,356,13064.43,2027-03-31,2023-11-17,1,0,47-001124,47,213,55
55555,"ЖК ""Ленский"" ",СЗ ГК РАЗВИТИЕ,3662205510,158402.0,"ЛО, г. Всеволожск",59.986,30.6487,,,18,18,195,7771.5,2026-12-31,2023-11-16,1,0,47-001123,47,215,45
55454,"Жилой комплекс ""Новый город""",СЗ УНИСТРОЙ,4704075867,169658.0,"ЛО, г. Выборг",60.7019,28.7673,,,10,10,127,5405.82,2025-12-31,2023-11-10,1,0,47-001122,47,0,56
55448,"ЖК ""Ленский""",СЗ ГК РАЗВИТИЕ,3662205510,140846.0,"ЛО, г. Всеволожск",59.9858,30.6486,,,18,18,285,11640.0,2026-12-31,2023-11-10,1,0,47-001121,47,215,45
55447,"Квартал ""Лаголово""",СЗ САМОЛЕТ СЕВЕРО-ЗАПАД,7813632175,165363.0,"ЛО, деревня Лаголово",59.7135,30.0762,,,10,12,296,11545.19,2026-03-31,2023-11-10,1,0,47-001120,47,134,57
55426,ЖК Аннино Сити,СТС СЗ,4703088172,113761.0,"ЛО, Поселок Аннино",59.7699,30.0462,,,4,4,117,4206.56,2025-09-30,2023-11-09,1,0,47-001119,47,133,58
55423,ЖК Аннино Сити,СТС СЗ,4703088172,103738.0,"ЛО, Поселок Аннино",59.7701,30.0457,,,4,4,216,7197.48,2025-09-30,2023-11-09,1,0,47-001118,47,133,58
55417,ЖК Аннино Сити,СТС СЗ,4703088172,115531.0,"ЛО, Поселок Аннино",59.7699,30.046,,,4,4,140,5071.44,2025-09-30,2023-11-09,1,0,47-001117,47,133,58
55277,Квартал Торики,СЗ САМОЛЕТ-ТАЛЛИНСКОЕ,5027297904,183900.0,"ЛО, поселок Новогорелово",59.791,30.1411,,,14,14,840,29952.24,2025-12-31,2023-10-30,1,0,47-001115,47,192,59
55207,,СЗ ЕВРОИНВЕСТ ЛАВРИКИ,7840103621,150141.0,"ЛО, г. Мурино",60.0761,30.4299,,,13,13,613,24669.63,2025-12-31,2023-10-27,1,0,47-001114,47,196,7
55162,"""Квартал Уютный""",СЗ МОНТАЖ-СТРОЙ НОВОСЕЛЬЕ,4725009209,173996.0,"ЛО, гп. Новоселье, ул Парадная",59.8078,30.095,,,8,9,504,22830.38,2025-09-30,2023-10-25,1,0,47-001113,47,0,60
54920,,СЗ НОВОСЕЛЬЕ,4725003800,120090.66342782708,"ЛО, гп. Новоселье",59.8046,30.0629,,,4,5,68,2730.38,2023-11-07,2023-10-13,0,0,47-001112,47,198,47
54734,ЖК Аквилон ЯНИНО (Корпус Г),СЗ АКВИЛОН ЯНИНО,7801693222,135742.0,"ЛО, Городской поселок Янино-1",59.9444,30.5502,,,13,13,660,20297.2,2026-12-31,2023-10-06,1,0,47-001111,47,197,13
54733,ЖК Аквилон ЯНИНО (Корпус В),СЗ АКВИЛОН ЯНИНО,7801693222,141046.0,"ЛО, Городской поселок Янино-1",59.9444,30.5502,,,13,13,719,22043.6,2026-12-31,2023-10-06,1,0,47-001111,47,197,13
54649,"ЖК ""Эдельвейс""",СЗ СЕРВИС ПЛЮС,7810421909,132000.0,"ЛО, г. Выборг, ул Малая Каменная",60.6901,28.7864,,,10,10,72,3613.3,2026-03-31,2023-10-03,1,0,47-001110,47,93,61
54648,"ЖК ""Эдельвейс""",СЗ СЕРВИС ПЛЮС,7810421909,137278.0,"ЛО, г. Выборг, ул Малая Каменная",60.69,28.7861,,,10,10,72,3613.3,2026-03-31,2023-10-03,1,0,47-001110,47,93,61
54647,"ЖК ""Эдельвейс""",СЗ СЕРВИС ПЛЮС,7810421909,135250.0,"ЛО, г. Выборг, ул Малая Каменная",60.6896,28.7868,,,10,10,72,3613.3,2026-03-31,2023-10-03,1,0,47-001110,47,93,61
54646,"ЖК ""Эдельвейс""",СЗ СЕРВИС ПЛЮС,7810421909,160271.0,"ЛО, г. Выборг, ул Малая Каменная",60.6903,28.7866,,,10,10,71,3580.82,2026-03-31,2023-10-03,1,0,47-001110,47,93,61
54589,Расцветай в Янино,СЗ ИРИС,5406808951,164212.0,"ЛО, Городской поселок Янино-1",59.9521,30.59,,,12,13,237,8988.17,2027-09-30,2023-10-02,1,0,47-001108,47,43,13
54588,Расцветай в Янино,СЗ ИРИС,5406808951,165714.0,"ЛО, Городской поселок Янино-1",59.9521,30.59,,,11,12,383,15923.94,2027-09-30,2023-10-02,1,0,47-001108,47,43,13
54466,"ЖК ""ЭКОГРАФИЯ"" корпус 7",СЗ ОХТА ГРУПП - ПЕТЕРГОФ,7839138845,212296.0,"ЛО, деревня Ольгино",59.8453,29.9117,,,4,4,64,2609.7,2026-06-30,2023-09-26,1,0,47-001107,47,84,62
54465,"ЖК ""ЭКОГРАФИЯ"" корпус 6",СЗ ОХТА ГРУПП - ПЕТЕРГОФ,7839138845,197316.0,"ЛО, деревня Ольгино",59.844,29.9137,,,4,4,67,2612.5,2026-06-30,2023-09-26,1,0,47-001107,47,84,62
54462,"ЖК ""ЭКОГРАФИЯ"" корпус 3",СЗ ОХТА ГРУПП - ПЕТЕРГОФ,7839138845,200420.0,"ЛО, деревня Ольгино",59.8448,29.9092,,,4,4,126,6203.8,2026-03-31,2023-09-26,1,0,47-001107,47,84,62
54461,"ЖК ""ЭКОГРАФИЯ"" корпус 2",СЗ ОХТА ГРУПП - ПЕТЕРГОФ,7839138845,200884.0,"ЛО, деревня Ольгино",59.8442,29.9117,,,4,4,127,6275.0,2026-03-31,2023-09-26,1,0,47-001107,47,84,62
54460,"ЖК ""ЭКОГРАФИЯ"" корпус 1",СЗ ОХТА ГРУПП - ПЕТЕРГОФ,7839138845,197418.0,"ЛО, деревня Ольгино",59.8446,29.9099,,,4,4,127,6275.0,2026-06-30,2023-09-26,1,0,47-001107,47,84,62
54182,"ЖК ""Малая Финляндия""",КАПСТРОЙ,7811119987,195056.0,"ЛО, г. Выборг",60.7201,28.7565,,,3,3,12,545.31,2026-06-30,2023-09-11,1,0,47-001103,47,63,56
54181,"ЖК ""Малая Финляндия""",КАПСТРОЙ,7811119987,170000.0,"ЛО, г. Выборг",60.7198,28.7565,,,3,3,21,913.5,2026-06-30,2023-09-11,1,0,47-001103,47,63,56
54180,"ЖК ""Малая Финляндия""",КАПСТРОЙ,7811119987,177306.0,"ЛО, г. Выборг",60.7195,28.7564,,,3,3,21,901.61,2026-06-30,2023-09-11,1,0,47-001103,47,63,56
54075,"ЖК ""ЭКОС""",СЗ ДОМАРЕНА,4703110822,169176.0,"ЛО, Городской поселок Кузьмоловский, Железнодорожная",60.1126,30.4892,,,20,21,352,16405.09,2025-09-30,2023-09-06,1,0,47-001100,47,0,63
53979,,СЗ СОЮЗ-СЕВЕР,2224201116,148625.0,"ЛО, п. Тельмана",59.7367,30.6086,,,11,19,417,22883.7,2025-09-30,2023-08-31,1,0,47-001098,47,85,64
53945,"ЖК ""Ново-Антропшино""",СЗ СЗЛК-ИЖОРА,4705100820,152970.0,"ЛО, г. Коммунар",59.6441,30.4312,,,9,9,203,6965.84,2025-12-31,2023-08-30,1,0,47-001097,47,172,65
53944,"ЖК ""Ново-Антропшино""",СЗ СЗЛК-ИЖОРА,4705100820,140665.0,"ЛО, г. Коммунар",59.6443,30.4307,,,9,9,206,7083.38,2026-03-31,2023-08-30,1,0,47-001097,47,172,65
53884,"Жилой квартал ""Кировский посад"" дом 10.2",СЗ АРГО-ИНВЕСТ 3,4706057870,122000.0,"ЛО, г. Кировск",59.8762,30.9947,,,10,10,215,7745.36,2024-12-27,2023-08-28,0,0,47-001096,47,171,66
53883,"Жилой квартал ""Кировский посад"" дом 10.1",СЗ АРГО-ИНВЕСТ 3,4706057870,124000.0,"ЛО, г. Кировск",59.8762,30.9947,,,10,10,205,8078.57,2024-12-27,2023-08-28,0,0,47-001096,47,171,66
53878,VEREN NORT сертолово,СЗ МКД 2,7842060740,169632.0,"ЛО, г. Сертолово, Улица Дмитрия Кожемякина",60.1396,30.2251,,,12,12,124,4655.08,2026-12-31,2023-08-28,1,0,47-001095,47,44,67
53877,VEREN NORT сертолово,СЗ МКД 2,7842060740,158609.0,"ЛО, г. Сертолово, Улица Дмитрия Кожемякина",60.1399,30.2258,,,12,12,136,5662.09,2026-12-31,2023-08-28,1,0,47-001095,47,44,67
53876,VEREN NORT сертолово,СЗ МКД 2,7842060740,143669.0,"ЛО, г. Сертолово, Улица Дмитрия Кожемякина",60.1394,30.2243,,,12,12,149,5847.63,2026-12-31,2023-08-28,1,0,47-001095,47,44,67
53875,VEREN NORT сертолово,СЗ МКД 2,7842060740,193973.0,"ЛО, г. Сертолово, Улица Дмитрия Кожемякина",60.1394,30.2245,,,12,12,144,5668.68,2026-12-31,2023-08-28,1,0,47-001095,47,44,67
53826,"ЖК ""Дзета""",СЗ НОВОСЕЛЬЕ,4725003800,165289.0,"ЛО, Городской поселок Новоселье",59.8088,30.0684,,,9,9,192,7925.0,2025-09-30,2023-08-23,1,0,47-001094,47,198,12
53797,VEREN NORT сертолово,СЗ МКД 2,7842060740,149946.0,"ЛО, г. Сертолово, Улица Дмитрия Кожемякина",60.1384,30.2188,,,12,12,143,5773.74,2026-03-31,2023-08-21,1,0,47-001093,47,44,67
53796,VEREN NORT сертолово,СЗ МКД 2,7842060740,159405.0,"ЛО, г. Сертолово, Улица Дмитрия Кожемякина",60.1384,30.2188,,,12,12,64,3151.29,2026-03-31,2023-08-21,1,0,47-001093,47,44,67
53795,VEREN NORT сертолово,СЗ МКД 2,7842060740,155474.0,"ЛО, г. Сертолово, Улица Дмитрия Кожемякина",60.1384,30.2188,,,12,12,145,5601.36,2026-03-31,2023-08-21,1,0,47-001093,47,44,67
53794,VEREN NORT сертолово,СЗ МКД 2,7842060740,177105.0,"ЛО, г. Сертолово, Улица Дмитрия Кожемякина",60.1383,30.2187,,,12,12,144,5609.92,2026-03-31,2023-08-21,1,0,47-001093,47,44,67
53665,"ЖК ""Лето""",СЗ БИЗНЕС МОСТ,7841078022,160159.0,"ЛО, г. Бугры",60.0647,30.401,Девяткино,19.9,10,19,374,13948.23,2025-09-30,2023-08-11,1,0,47-001092,47,0,68
53612,"ЖК ""Рождественский квартал""",СЗОХТА,4705096965,131461.0,"ЛО, Деревня Скотное",60.1768,30.3679,,,9,9,203,9195.62,2025-12-31,2023-08-08,1,0,47-001091,47,140,69
53611,"ЖК ""Рождественский квартал""",СЗОХТА,4705096965,141988.0,"ЛО, Деревня Скотное",60.1775,30.3684,,,9,9,243,9875.38,2025-12-31,2023-08-08,1,0,47-001091,47,140,69
53609,"ЖК ""Рождественский квартал""",СЗОХТА,4705096965,115945.0,"ЛО, Деревня Скотное",60.1777,30.3685,,,9,9,117,5181.34,2026-12-31,2023-08-08,1,0,47-001091,47,140,69
53442,Город Первых.ЦДС Новосаратовка,СЗ ПРАВОБЕРЕЖНЫЙ 3,4706046357,143644.0,"ЛО, Деревня Новосаратовка",59.8429,30.534,,,2,24,762,30492.0,2026-03-31,2023-07-27,1,0,47-001090,47,138,4
53441,Город Первых.ЦДС Новосаратовка,СЗ ПРАВОБЕРЕЖНЫЙ 3,4706046357,141782.0,"ЛО, Деревня Новосаратовка",59.8429,30.5344,,,19,19,142,5393.0,2025-12-31,2023-07-27,1,0,47-001090,47,138,4
53440,Город Первых.ЦДС Новосаратовка,СЗ ПРАВОБЕРЕЖНЫЙ 3,4706046357,145483.0,"ЛО, Деревня Новосаратовка",59.8429,30.5342,,,2,24,785,30718.0,2025-12-31,2023-07-27,1,0,47-001090,47,138,4
53406,"""Коттеджный поселок ""Нева Life""",СЗ СТРОЙРЕГИОНСЕРВИС,7806480080,83846.0,"ЛО, Городской поселок имени Свердлова",59.7843,30.6989,,,2,2,5,355.58,2024-07-01,2023-07-26,0,0,47-001089,47,137,5
